name,price_x,release_date,review_no,review_type,tags,description,Release_date,releasedate,copiessold,price_y,revenue,avgplaytime,reviewscore,publisherclass,publishers,developers,steamid
GOD EATER 3,19.99,2019-02-08,6867.0,Very Positive,"Anime,Action,Character Customization,Hack and Slash,Multiplayer,Hunting,Co-op,JRPG,RPG,Online Co-Op,Singleplayer,Action RPG,Third Person,Post-apocalyptic,Great Soundtrack,Story Rich,Adventure,Female Protagonist,Sexual Content,Open World","Set in a post-apocalyptic setting, it’s up to your special team of God Eaters to take down god-like monsters devastating the world. With an epic story, unique characters, and all new God Arcs and Aragami, the latest evolution in ACTION is here!",2019-02-08,,,,,,,,,,
GOHOME,6.99,2020-06-16,240.0,Very Positive,"Indie,Action,Survival Horror,Third Person,3D,Beautiful,Colorful,Psychological Horror,Horror,Singleplayer,Family Friendly,Atmospheric,Surreal","This is a third-person horror game set in a residential area in 2000s Japan.

It's the complete version of the free horror game GOHOME, which was released in 2019 and caused a boom.

The map has been doubled, and six more ghosts, including hidden characters, have been added to the game.",2020-06-16,,,,,,,,,,
GONNER2,1.62,2020-10-22,90.0,Mixed,"Action,Indie,Roguelite,Action Roguelike,Roguelike,Platformer,Colorful,Co-op,2D,Shooter,Difficult,Procedural Generation,Stylized,Cute,Local Co-Op,Psychedelic,2D Platformer,Multiplayer,Physics,Minimalist","In this sequel to GoNNER: Journey your way through deep dark chaotic places with unimaginable sparks of colour as you go on a mission to help Death rid a mysterious presence from her lair. Battle crazy bosses, lose your head (a lot), in this messy, cute, fast-paced procedurally-generated platformer.",2020-10-22,,,,,,,,,,
GORN,8.99,2019-07-18,7304.0,Very Positive,"VR,Action,Violent,3D Fighter,Gore,Indie,Funny,Fighting,Blood,First-Person,Singleplayer,Early Access,Swordplay,Local Multiplayer,Medieval,Moddable,Horror,Nudity,Asymmetric VR,Multiplayer","GORN is a ludicrously violent VR gladiator simulator, made by Free Lives, the developers of Broforce and Genital Jousting.",2019-07-18,,,,,,,,,,
GRAVEN,,,,,,,,23-01-2024,17974.0,24.99,333332.0,6.531416022391941,62.0,Indie,"3D Realms,Fulqrum Publishing",Slipgate Ironworks™,1371690.0
GRID Legends,59.99,2022-02-24,2108.0,Mostly Positive,"Racing,Sports,Driving,Action,Story Rich,Automobile Sim,Arcade,PvP,3D,Third Person,Controller,Drama,Simulation,Vehicular Combat,Multiplayer,Realistic,Combat Racing,Family Friendly,Singleplayer,Immersive","GRID Legends delivers thrilling wheel-to-wheel motorsport action. Create dream race events, hop into live races, experience a dramatic virtual production story, and embrace the sensation of spectacular racing.",2022-02-24,,,,,,,,,,
GRIME,8.49,2021-08-02,3658.0,Very Positive,"Metroidvania,Souls-like,Platformer,Dark Fantasy,Difficult,Action-Adventure,Exploration,2.5D,Action RPG,Surreal,Action,Atmospheric,Adventure,Side Scroller,Singleplayer,Dark,Combat,Indie,Controller,Cinematic","Destroy... Absorb... Grow... GRIME is a fast and unforgiving Action-Adventure RPG in which you crush your foes with living weapons that mutate form and function, and then consume their remains with a black hole to strengthen your vessel as you break apart a world of anatomical horror and intrigue.",2021-08-02,,,,,,,,,,
GRIP: Combat Racing - Official Soundtrack,5.49,2018-11-23,20.0,Positive,"Action,Indie,Racing,Soundtrack","Contains 28 drum and bass tunes from the heart-pounding, gravity defining combat racer GRIP. Featuring tracks from Full Kontakt, Whiney, S.P.Y, Royalston and more.",2018-11-23,,,,,,,,,,
GROSS,6.49,2023-01-11,181.0,Very Positive,"Tower Defense,FPS,Score Attack,Gore,Strategy,Action,Singleplayer,PvE,Shooter,Dark Humor,Base Building,Zombies,Funny,3D,Stylized,First-Person,Controller,Gun Customization,Replay Value,Survival","GROSS is a unique twist on the classic tower defense genre. After building your defenses, you will jump into the action to take on enemies head-on. Make sure to collect as much cash as possible to upgrade your defenses and stay ahead of the game. Can you outlast the waves of enemies?",2023-01-11,,,,,,,,,,
GROUND BRANCH,10.49,2018-08-14,17562.0,Very Positive,"Tactical,Realistic,Military,FPS,Shooter,Multiplayer,Simulation,Singleplayer,Action,Co-op,First-Person,Gun Customization,War,Online Co-Op,Indie,Early Access,Strategy,Team-Based,Sandbox,Atmospheric","From one of the developers behind the original Rainbow Six® and Ghost Recon® games, comes a thinking-man's first-person shooter featuring in-depth character and weapon customization. Take your time. Think ahead. Get the job done.",2018-08-14,,,,,,,,,,
GTFO,12.99,2021-12-10,39888.0,Very Positive,"Online Co-Op,Horror,Co-op,FPS,Difficult,Multiplayer,Shooter,Survival Horror,Action,Stealth,Tactical,Team-Based,Gore,First-Person,Zombies,PvE,Character Customization,Atmospheric,Violent,Replay Value","GTFO is a hardcore cooperative horror shooter that throws you from gripping suspense to explosive action in a heartbeat. Stealth, strategy, and teamwork are necessary to survive in your deadly, underground prison. Work together or die together.",2021-12-10,,,,,,,,,,
GTTOD: Get To The Orange Door,6.99,2017-10-28,2885.0,Very Positive,"FPS,Parkour,Action,Shooter,First-Person,Fast-Paced,Roguelike,Indie,Retro,Roguelite,Arcade,Adventure,Soundtrack,Singleplayer,Sci-fi,Moddable,Looter Shooter,Atmospheric,Post-apocalyptic,Surreal",RISE. FALL. REPEAT. Ascend to the level of the Gods as you battle your way out of a shattered and chaotic dimension in this fast paced parkour FPS rogue-like.,2017-10-28,,,,,,,,,,
GUARDS!,6.99,2024-03-01,306.0,Mostly Positive,"Online Co-Op,Co-op,First-Person,Fantasy,PvE,Action,Dungeon Crawler,Hack and Slash,Medieval,Difficult,Third Person,Exploration,Procedural Generation,Combat,Time Management,Physics,Adventure,Atmospheric,Crime,Action-Adventure","GUARDS! is a 1-4 player coop fantasy FPS that puts you in the underfunded and over-zealous steel boots of the City Watch. Kick down doors, bust criminals and cause excessive property damage as you fight to restore law and order to the corrupt city of New Alestead.",2024-03-01,01-03-2024,19148.0,14.99,222412.0,3.8115169276491287,73.0,Indie,WYLDERZONE,"WYLDERZONE,Lowkey GameDev",2514460.0
GUILTY GEAR,5.49,2019-05-16,440.0,Very Positive,"Action,Fighting,Classic,2D Fighter,Anime,Singleplayer,Local Multiplayer,Controller,Great Soundtrack,eSports,Arcade,Retro,Pixel Graphics","The origin of the series, the abnormality of the fighting game genre, now returns...

HEAVEN or HELL？LET'S Rock！",2019-05-16,,,,,,,,,,
GUILTY GEAR -STRIVE-,39.99,2021-06-11,37354.0,Very Positive,"Fighting,2D Fighter,Great Soundtrack,Anime,PvP,2.5D,Arcade,Lore-Rich,Action,Multiplayer,2D,Story Rich,3D,Local Multiplayer,Fantasy,Combat,Cinematic,Drama,LGBTQ+,Casual",The cutting-edge 2D/3D hybrid graphics pioneered in the Guilty Gear series have been raised to the next level in “GUILTY GEAR -STRIVE-“. The new artistic direction and improved character animations will go beyond anything you’ve seen before in a fighting game!,2021-06-11,,,,,,,,,,
GUILTY GEAR 2 -OVERTURE-,19.99,2016-03-31,302.0,Mostly Positive,"Action,Fighting,Anime,RTS,Great Soundtrack,Story Rich,Action RTS,Difficult,Controller,Hack and Slash,Local Multiplayer,MOBA,Singleplayer,Strategy","The ultimate melee action [GUILTY GEAR 2 -OVERTURE-] is now on Steam!! 

Pushing [Gameplay] and [Entertainment] to the extremes, with a splash of [Competitiveness] -- That's GUILTY GEAR 2 for you.",2016-03-31,,,,,,,,,,
GUILTY GEAR XX ACCENT CORE PLUS R,14.99,2015-05-27,4923.0,Overwhelmingly Positive,"Fighting,2D Fighter,Anime,Great Soundtrack,Action,Arcade,Local Multiplayer,Competitive,2D,eSports,Multiplayer,Controller,Singleplayer,Difficult,Classic,PvP","Ultimate battle action, and the epitome of the GUILTY GEAR XX series now on Steam! 

Bonus soundtracks included!",2015-05-27,,,,,,,,,,
GUILTY GEAR Xrd REV 2,10.49,2016-12-14,7316.0,Very Positive,"Fighting,Anime,2D Fighter,Great Soundtrack,Action,Multiplayer,2.5D,Local Multiplayer,Difficult,Arcade,Story Rich,Controller,Competitive,eSports,Singleplayer,Tutorial,2D,Cute,PvP","Astonishing 3D cell animations and overwhelming content volume, the next-generation fighting game ""GUILTY GEAR Xrd REV 2"" is now out on Steam! Total cast of 25 unique characters, and tons of game modes, get ready to ROCK!",2016-12-14,,,,,,,,,,
GUILTY GEAR Xrd REV 2 Upgrade,0.9,2017-05-31,190.0,Very Positive,"Action,Fighting,Great Soundtrack,Anime,2D Fighter","Get ready to rock again! Guilty Gear Xrd REV 2 includes new fighters, moves, story chapters and more! It’s never been a better time to be a 2.5D brawler in the post apocalypse! Hone your skills with an eclectic cast of 25 insane fighters and prove your mettle as the ultimate fighting master.",2017-05-31,,,,,,,,,,
GUNBIRD,5.49,2020-05-11,80.0,Very Positive,"Action,Shoot 'Em Up,Arcade,Shooter,2D,Pixel Graphics,Classic,Anime,Bullet Hell","""Marion"" the little great wizard in the steampunk world. The masterpiece of the ""Psikyo Shooting""! Online rankings are available.",2020-05-11,,,,,,,,,,
GUNDAM BREAKER 4,59.99,2024-08-29,1846.0,Very Positive,"Action,Robots,Hack and Slash,RPG,Mechs,Action RPG,3D,Co-op,Anime,Character Customization,Singleplayer,Multiplayer","Create your own ultimate Gundam in the newest Gundam Breaker!

With more customizable parts than ever before, you finally have the freedom to build your perfect Gunpla. Test it in battle using the brand new dual-weapon system and break parts off of your enemies and add them to your collection.",2024-08-29,28-08-2024,156339.0,59.99,8440898.0,14.733899002290528,81.0,AA,Bandai Namco Entertainment Inc.,"CRAFTS ＆ MEISTER Co., Ltd",1672500.0
GUNFIELD,2.99,2023-11-16,54.0,Very Positive,"Action Roguelike,Bullet Hell,Pixel Graphics,Roguelite,2D,Indie,Singleplayer,Action,Retro,Space,Early Access,Sci-fi,Roguelike,Shoot 'Em Up,Arcade,Anime,1990's,Female Protagonist,Gun Customization,Character Customization","GUNFIELD - A game with high-quality pixel graphics that combines the genres of shoot 'em up, roguelite, and bullet heaven. Destroy hordes of alien ships and gigantic bosses in thrilling battles, unlock and upgrade new weapons and abilities.",2023-11-16,,,,,,,,,,
GUNVOLT RECORDS Cychronicle,14.99,2024-02-15,80.0,Mostly Positive,"Action,Casual,Rhythm,Cute,Anime,Fantasy,Singleplayer","A new rhythm music game starring the songstresses of the Azure Striker Gunvolt series, Lumen, Lola, and Luxia singing 15 different songs.

Follow the notes to the pounding beat and aim for a top score in this electrifying rhythm game!",2024-02-15,15-02-2024,2470.0,14.99,30558.0,3.17849779945142,71.0,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",2585040.0
GYLT,19.99,2023-07-06,516.0,Overwhelmingly Positive,"Action,Adventure,Horror,Narration,Puzzle,Female Protagonist,Exploration,Hidden Object,Emotional,Mystery,Supernatural,Stealth,Story Rich,Action-Adventure,3D,Multiple Endings,Controller,Third Person,Singleplayer,Survival Horror","Shape your fears… Fear the shapes. Embark on a journey where you face your worst fears and are confronted with the emotional impact of your actions in this narrative adventure game with puzzles, stealth and action.",2023-07-06,,,,,,,,,,
GachaHell,2.99,2023-04-08,24.0,Positive,"Action,Casual,Arcade,Action Roguelike,2.5D,Anime,Isometric,Capitalism,Comedy,Indie,Controller,Inventory Management,Procedural Generation,Singleplayer","In this breakneck arcade-style game, take control of Flow, Macho, & Jade - three idols who were fired from their dream gig for being... different. Choose from 3 game modes and quickly feed weaker idols to your own and reach a 5-star rating. Be careful, you could end up as level fodder yourself!",2023-04-08,,,,,,,,,,
Gachi Heroes,0.9,2018-10-27,1662.0,Very Positive,"Memes,Comedy,Funny,Action,Relaxing,Idler,Nudity,Casual,Clicker,Sexual Content,2D,Indie,Dark Fantasy,LGBTQ+,Colorful,Adventure,Score Attack,Fast-Paced,Singleplayer,Experimental",Gachi Heroes is a game about the dark fantasies. That's amazing an endlass journey in which you will know yourself with your favorite gachimuchi characters. How deep would you go?,2018-10-27,,,,,,,,,,
Gal Guardians: Demon Purge,12.49,2023-02-23,886.0,Very Positive,"Action,Adventure,2D Platformer,Platformer,Side Scroller,2D,Anime,Pixel Graphics,Cute,Female Protagonist,Gothic,Dark Fantasy,Singleplayer,Multiplayer,Local Multiplayer,Local Co-Op,Co-op,Retro,Difficult,Sexual Content","In order to save their school after it turns into a massive demonic castle, two ""Demon Hunter"" sisters slash and shoot their way through this 2D action adventure.

Players can swap between control of both characters on the fly, each with entirely different skillsets.",2023-02-23,,,,,,,,,,
Gal*Gun 2,10.49,2018-07-20,1709.0,Very Positive,"Mature,Anime,VR,On-Rails Shooter,Sexual Content,Dating Sim,Cute,FPS,Visual Novel,Shooter,Female Protagonist,Romance,Funny,Story Rich,Action,Nudity,Adventure,Singleplayer,Supernatural,NSFW","Notoriously lewd first-person shooter, where you find yourself irresistible to every girl in school! Fend off their advances as you explore the school grounds. Use gadgets to expel mischievous demons and upgrade kit like the 'Demon Sweeper' to suck the skirts clean off your suitors!",2018-07-20,,,,,,,,,,
Gal*Gun 2 - Doki Doki VR Mode,3.99,2018-11-28,60.0,Mostly Positive,"Action,Adventure,Sexual Content,VR,Anime","All the cutie pies, angels, and demons you could ever

hope for are here right before your eyes! 



Gal*Gunners around the world have made their voices 

heard, and now, the long-awaited ""Doki Doki VR Mode"" is here! 



Every aspect of Gal*Gun 2 has been fine-tuned to run

in VR! From shooting stages and Rendezvous Mode to 

Doki Doki Mode and everything in-between, 

it's the complete Gal*Gun 2 experience in VR! 



Interact with your favorite characters anytime you like, 

from any distance you like, and from any angle! 



Get in close and you might just get a hug...or a slap in the face! 

You may even be able to see...well, ya know! 



Is your body ready to enjoy the world of Gal*Gun in virtual reality?!",2018-11-28,,,,,,,,,,
Gal*Gun Returns,15.99,2021-02-12,167.0,Very Positive,"Shooter,On-Rails Shooter,FPS,Visual Novel,Arcade,Dating Sim,Cute,Character Customization,Anime,Romance,Funny,Multiple Endings,Conversation,Action,Colorful,Score Attack,Fantasy,Comedy,Adventure,Memes",The infamous ecchi rail-shooter is back! Fight back with pheromones as girls throw themselves at you and try to find true love in less than a day! Discover a beautifully reimagined version of the first game of the series that never came to the west!,2021-02-12,,,,,,,,,,
Galactic Glitch,,,,,,,,15-07-2024,3974.0,12.99,35181.0,4.501046549918738,94.0,Indie,Crunchy Leaf Games,Crunchy Leaf Games,1536620.0
Galactic Mining Corp,3.24,2021-05-18,825.0,Very Positive,"Collectathon,Exploration,Roguelite,Economy,Management,Space,Capitalism,Mining,Base Building,Building,Action,Crafting,Space Sim,2D,Procedural Generation,Roguelike,Simulation,Colorful,Sci-fi,Loot","Galactic Mining Corp is a unique rogue-lite, action game with crafting and base building mechanics. Head into uncharted space and discover a universe of locations to exploit for riches! Use your profits to expand your HQ, hire a crazy work force, obtain new drill components and upgrade everything.",2021-05-18,,,,,,,,,,
Galacticare,,,,,,,,23-05-2024,12476.0,29.99,308759.0,13.6652980123679,91.0,Indie,CULT Games,Brightrock Games,494730.0
Galaxy Burger,,,,,,,,23-08-2024,21079.0,11.99,183781.0,5.290148096748573,95.0,Indie,Galactic Workshop,Galactic Workshop,2749770.0
Galaxy Idle Clicker,,,,,,,,18-07-2024,14401.0,0.0,151939.1911440809,99.91404042132116,76.0,Indie,Soehnle,Soehnle,2962810.0
Galaxy on Fire 2™ Full HD,1.12,2012-08-21,1325.0,Mostly Positive,"Space,Third-Person Shooter,Exploration,3D Fighter,Shooter,Space Sim,Arcade,Action-Adventure,3D,3D Vision,Linear,Flight,Historical,Third Person,Action,Sci-fi,Simulation,Atmospheric,Adventure,Singleplayer",A hyperdrive malfunction sends Keith T. Maxwell tumbling through space and time to fight for his life against a mysterious alien armada that is wreaking havoc.,2012-08-21,,,,,,,,,,
Game Soup,1.89,2019-02-11,87.0,Very Positive,"Indie,Casual,Action,Arcade,Fast-Paced,Replay Value,Colorful,Funny,Parody ,2D,Difficult,Platformer,Minigames","Master a collection of 46 challenging minigames, including parodies of famous games! Each game lasts just seconds, so act fast!",2019-02-11,,,,,,,,,,
Game Store Simulator,,,,,,,,20-08-2024,6470.0,4.99,25070.0,4.17682057665008,84.0,Indie,Pex Entertainment,Pex Entertainment,2598930.0
Game Tengoku CruisinMix Special,14.99,2017-11-30,81.0,Mostly Positive,"Action,Shoot 'Em Up,Anime,Retro,Bullet Hell,Cute","Game Tengoku CrusinMix is a vertically scrolling shooting game mixing cute characters, a game world parodying a wide range of gaming tropes and history, tight controls, refined mechanics and eggplants?!",2017-11-30,,,,,,,,,,
Game of Thrones,12.99,2012-06-07,1343.0,Mostly Positive,"RPG,Fantasy,Action,Story Rich,Third Person,Choices Matter,Medieval,Singleplayer,Adventure,Based On A Novel,Open World,Character Customization,Multiple Endings,Controller,Nudity,Action RPG,Dark Fantasy,Sexual Content,Mature,Multiplayer","Experience an amazing adventure in one of the most fascinating universes!  Amidst conspiracy and betrayal, try to survive the orchestrated machinations around the Iron Throne.",2012-06-07,,,,,,,,,,
